公司全称,网址,简称,行业,地址,市值,注册资本,状态,类型,注册时间,证券类别,市值_亿
宁夏骏华月牙湖农牧科技股份有限公司,https://top.chinaz.com/company/JunHuaNongMu.html,骏华农牧,农林牧渔,宁夏,市值：4.19亿,7118.5万元 ,--,--,--,新三板,4.19
广东新视野信息科技股份有限公司,https://top.chinaz.com/company/XinShiYe.html,新视野,IT/互联网/通信,广东,市值：2200.0万,1080万元 ,存续,非上市股份有限公司,2008-04-23,新三板,0.22
武汉市旭盛工贸发展有限公司,https://top.chinaz.com/company/XuShengGongMao.html,旭盛工贸,其它,湖北,市值：50.0万,50万元人民币 ,吊销，未注销,有限责任公司(自然人投资或控股),1999-09-24,,0.005
深圳市凯琦佳科技股份有限公司,https://top.chinaz.com/company/KaiZuoJia.html,凯琦佳,能源/化工/矿业,广东,市值：1.5亿,5000万元 ,存续,非上市股份有限公司,2011-07-08,新三板,1.5
南京科能实业有限公司,https://top.chinaz.com/company/NanJingKeNeng.html,南京科能,机械/制造/军工/贸易,江苏,市值：120.0万,120万元人民币 ,注销,有限责任公司,1997-10-28,,0.012
广东聚石化学股份有限公司,https://top.chinaz.com/company/JuShiHuaXue.html,聚石化学,能源/化工/矿业,广东,市值：4.77亿,6430万元 ,存续,股份有限公司(非上市、自然人投资或控股),2007-06-08,新三板,4.77
安徽省志成建设工程咨询有限责任公司,https://top.chinaz.com/company/ZhiChengJianShe.html,志成建设,建设工程/房产服务,安徽,市值：1000.0万,"1,000万元 ",存续,股份有限公司(非上市、自然人投资或控股),1997-07-29,,0.1
宁夏盈谷实业股份有限公司,https://top.chinaz.com/company/YingGuGuFen.html,盈谷股份,IT/互联网/通信,宁夏,市值：1.56亿,1.44亿元 ,开业,股份有限公司(非上市、自然人投资或控股),2007-08-14,新三板,1.56
广东精讯科技股份有限公司,https://top.chinaz.com/company/JingXunKeJi.html,精讯科技,IT/互联网/通信,广东,市值：5000.0万,1000万元 ,存续,股份有限公司(非上市、自然人投资或控股),2006-03-21,新三板,0.5
北京光合文创艺术设计研究院,https://top.chinaz.com/company/GuangHeWenChuangYiShu.html,光合文创艺术,广告/商务服务/文化传媒,北京,市值：10.0万,10万 ,注销,集体所有制（股份合作）,2014-03-05,,0.001
湖北金旭农业发展股份有限公司,https://top.chinaz.com/company/JinXuNongFa.html,金旭农发,零售/消费/食品,湖北,市值：9.72亿,1.48亿元 ,存续（在营、开业、在册）,股份有限公司(台港澳与境内合资、未上市),2000-05-11,新三板,9.72
山东康威通信技术股份有限公司,https://top.chinaz.com/company/KangWeiTongXin.html,康威通信,IT/互联网/通信,山东,市值：3.29亿,5521万元 ,在营,股份有限公司(非上市),2002-05-21,新三板,3.29
广东泰安模塑科技股份有限公司,https://top.chinaz.com/company/TaiAnKeJi.html,泰安科技,机械/制造/军工/贸易,广东,市值：5.00亿,9137.6万元 ,存续,股份有限公司(非上市、自然人投资或控股),2009-05-21,新三板,5.0
长春孔辉汽车电子有限公司,https://top.chinaz.com/company/KongHuiQiDian.html,孔辉汽电,汽车/交通出行,吉林,市值：50.0万,50万人民币 ,注销,有限责任公司(中外合资),2009-08-18,,0.005
南京建策科技股份有限公司,https://top.chinaz.com/company/JianCeKeJi.html,建策科技,建设工程/房产服务,江苏,市值：5984.0万,1050万元人民币 ,在业,股份有限公司(非上市),2004-02-06,新三板,0.5984
山东永能节能环保服务股份有限公司,https://top.chinaz.com/company/ShanDongHuanBao.html,山东环保,能源/化工/矿业,山东,市值：6.86亿,6450万元 ,在营,股份有限公司(非上市、自然人投资或控股),2011-08-03,新三板,6.86
浙江宏伟供应链集团股份有限公司,https://top.chinaz.com/company/HongWeiGongYing.html,宏伟供应,物流/仓储/运输,浙江,市值：7.99亿,1.02亿元 ,存续,股份有限公司（非上市、自然人投资或控股）,2001-08-31,新三板,7.99
龙福环能科技股份有限公司,https://top.chinaz.com/company/LongFuHuanNeng.html,龙福环能,能源/化工/矿业,山东,市值：6.62亿,1.85亿元 ,在营,股份有限公司(非上市、自然人投资或控股),2006-01-09,新三板,6.62
天津英康科技股份有限公司,https://top.chinaz.com/company/YingKangKeJi.html,英康科技,能源/化工/矿业,天津,市值：1.54亿,2200万元 ,存续,股份有限公司,2003-08-08,新三板,1.54
上海爱扑网络科技股份有限公司,https://top.chinaz.com/company/AiPuWangLuo.html,爱扑网络,IT/互联网/通信,上海,市值：2200.0万,1063.83万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2008-03-18,新三板,0.22
铜陵松宝智能装备股份有限公司,https://top.chinaz.com/company/SongBaoZhiNeng.html,松宝智能,机械/制造/军工/贸易,安徽,市值：1.99亿,4100万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),1999-07-06,新三板,1.99
上海流利说信息技术有限公司,https://top.chinaz.com/company/LiuLiShuo.html,流利说,教育,上海,市值：5000.0万,5000万人民币 ,存续（在营、开业、在册）,有限责任公司,2013-05-17,,0.5
湖南长信畅中科技股份有限公司,https://top.chinaz.com/company/ChangXinChangZhong.html,长信畅中,IT/互联网/通信,湖南,市值：4.61亿,6161.08万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),1997-08-01,新三板,4.61
四川千草生物技术股份有限公司,https://top.chinaz.com/company/QianCaoShengWu.html,千草生物,农林牧渔,四川,市值：8.02亿,6360万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2004-08-19,新三板,8.02
洛阳市黄河软轴控制器股份有限公司,https://top.chinaz.com/company/HuangHeRuanZhou.html,黄河软轴,机械/制造/军工/贸易,河南,市值：1.0亿,1020万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2000-09-01,新三板,1.0
云南智云信息技术股份有限公司,https://top.chinaz.com/company/ZhiXinGuFen.html,智信股份,IT/互联网/通信,云南,市值：8370.0万,3100万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2009-01-06,新三板,0.837
无锡博伊特科技股份有限公司,https://top.chinaz.com/company/BoYiTe.html,博伊特,能源/化工/矿业,江苏,市值：1.71亿,2800万元 ,在业,股份有限公司(非上市),2012-08-17,新三板,1.71
深圳市天图创业投资有限公司,https://top.chinaz.com/company/TianTuChuangYe.html,天图创业,其它,广东,市值：1.0亿,(人民币)10000.0000万元 ,存续,有限责任公司,2002-04-11,,1.0
基康科技有限公司,https://top.chinaz.com/company/JiKangKeJi.html,基康科技,机械/制造/军工/贸易,北京,市值：600.0万,600万元人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2007-06-13,,0.06
济南圣泉集团股份有限公司,https://top.chinaz.com/company/ShengQuanJiTuan.html,圣泉集团,能源/化工/矿业,山东,市值：60.99亿,64371.68万人民币 ,在营,股份有限公司,1994-01-24,新三板,60.99
无锡佳龙换热器股份有限公司,https://top.chinaz.com/company/wxjialonggufen.html,佳龙股份,机械/制造/军工/贸易,江苏,市值：7772.0万,5800.4355万元人民币 ,在业,股份有限公司(非上市),2003-06-05,新三板,0.7772
广东波斯科技股份有限公司,https://top.chinaz.com/company/BoSiKeJi.html,波斯科技,机械/制造/军工/贸易,广东,市值：7.22亿,1.05亿元 ,存续,股份有限公司,1998-10-23,新三板,7.22
福建太尔电子科技股份有限公司,https://top.chinaz.com/company/TaiErKeJi.html,太尔科技,IT/互联网/通信,福建,市值：6700.0万,13370.000000万人民币 ,存续（在营、开业、在册）,股份有限公司,2010-11-11,新三板,0.67
江苏吉美思物联网产业股份有限公司,https://top.chinaz.com/company/JiMeiSi.html,吉美思,IT/互联网/通信,江苏,市值：8127.0万,4300万元人民币 ,在业,股份有限公司(非上市),2000-11-20,新三板,0.8127
上海安集协康生物技术股份有限公司,https://top.chinaz.com/company/AnJiXieKang.html,安集协康,医疗健康,上海,市值：3.31亿,1885.78万元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2010-02-02,新三板,3.31
辽宁紫竹桩基础工程股份有限公司,https://top.chinaz.com/company/ZiZhuZhuangJi.html,紫竹桩基,建设工程/房产服务,辽宁,市值：4.51亿,1.13亿元 ,存续（在营、开业、在册）,其他股份有限公司(非上市),2011-12-14,新三板,4.51
北京东邦御厨科技股份有限公司,https://top.chinaz.com/company/DongBangYuChu.html,东邦御厨,机械/制造/军工/贸易,北京,市值：1.0亿,2000万元人民币 ,存续（在营、开业、在册）,其他股份有限公司(非上市),1999-04-01,新三板,1.0
浙江兆晟科技股份有限公司,https://top.chinaz.com/company/ZhaoZuoKeJi.html,兆晟科技,机械/制造/军工/贸易,浙江,市值：7.42亿,1052.63万元 ,存续,股份有限公司（非上市、自然人投资或控股）,2011-06-16,新三板,7.42
湖南童梦文化股份有限公司,https://top.chinaz.com/company/TongMengWenHua.html,童梦文化,广告/商务服务/文化传媒,湖南,市值：3278.0万,2200万人民币 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2009-11-30,新三板,0.3278
常州市宏发纵横新材料科技股份有限公司,https://top.chinaz.com/company/HongFaXinCai.html,宏发新材,IT/互联网/通信,江苏,市值：67.0万,6665万元 ,在业,股份有限公司(非上市),2003-08-28,新三板,0.0067
北京华彦邦科技股份有限公司,https://top.chinaz.com/company/HuaYanBang.html,华彦邦,机械/制造/军工/贸易,北京,市值：5040.0万,720.5万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2002-09-20,新三板,0.504
绵阳立德电子技术有限公司,https://top.chinaz.com/company/MianYangLiDeDian.html,绵阳立德电,医疗健康,四川,市值：50.0万,50万人民币 ,注销,有限责任公司(自然人投资或控股),1999-12-10,,0.005
上海卓易科技股份有限公司,https://top.chinaz.com/company/shzhuoyikeji.html,卓易科技,IT/互联网/通信,上海,市值：14.36亿,1.1亿元 ,存续（在营、开业、在册）,股份有限公司（非上市）,2008-01-25,新三板,14.36
南通和信科技小额贷款股份有限公司,https://top.chinaz.com/company/HeXinKeDai.html,和信科贷,金融,江苏,市值：3.15亿,2.3亿元 ,在业,股份有限公司(非上市),2011-10-22,新三板,3.15
深圳市博远高科股份有限公司,https://top.chinaz.com/company/BoYuanGaoKe.html,博远高科,IT/互联网/通信,广东,市值：6993.0万,(人民币)2100.0000万元 ,存续,非上市股份有限公司,2004-11-01,新三板,0.6993
浙江阿斯克建材科技股份有限公司,https://top.chinaz.com/company/ASiKe.html,阿斯克,建设工程/房产服务,浙江,市值：2.10亿,3640万元 ,存续,其他股份有限公司（非上市）,2012-03-26,新三板,2.1
山东天元信息技术股份有限公司,https://top.chinaz.com/company/TianYuanXinXi.html,天元信息,IT/互联网/通信,山东,市值：3.05亿,5426.68万元 ,在营,股份有限公司(非上市、自然人投资或控股),2003-01-08,新三板,3.05
厦门吉联科技有限公司,https://top.chinaz.com/company/XiaMenJiLian.html,厦门吉联,IT/互联网/通信,福建,市值：500.0万,500.000000万人民币 ,存续（在营、开业、在册）,有限责任公司(法人独资),2003-03-19,,0.05
株洲南方阀门股份有限公司,https://top.chinaz.com/company/NanFangFaMen.html,南方阀门,机械/制造/军工/贸易,湖南,市值：1.46亿,6000万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),1996-05-08,新三板,1.46
北京天誉科技有限公司,https://top.chinaz.com/company/TianYuKeJi.html,天誉科技,机械/制造/军工/贸易,北京,市值：500.0万,500万元 ,开业,其他有限责任公司,2015-07-28,,0.05
确成硅化学股份有限公司,https://top.chinaz.com/company/QueChengGuiHua.html,确成硅化,能源/化工/矿业,江苏,市值：40.33亿,3.48亿元 ,在业,股份有限公司(台港澳与境内合资、未上市),2003-01-28,新三板,40.33
能拓电力股份有限公司,https://top.chinaz.com/company/NengTuoGuFen.html,能拓股份,建设工程/房产服务,江苏,市值：3.45亿,5605.56万元 ,在业,股份有限公司(非上市),2006-05-26,新三板,3.45
深圳市凯东源实业有限公司,https://top.chinaz.com/company/KaiDongYuanShiYe.html,凯东源实业,物流/仓储/运输,广东,市值：5000.0万,(人民币)5000.0000万元 ,存续,有限责任公司,2003-06-10,,0.5
厦门建发股份有限公司,https://top.chinaz.com/company/JianFaGuFen.html,建发股份,建设工程/房产服务,福建,市值：304.48亿,28.35亿元 ,存续（在营、开业、在册）,股份有限公司(上市),1998-06-10,A股,304.48
南通华隆微电子股份有限公司,https://top.chinaz.com/company/HuaLongWeiDian.html,华隆微电,IT/互联网/通信,江苏,市值：1950.0万,1336万元 ,在业,股份有限公司(非上市),2005-03-22,新三板,0.195
福建省三星电气股份有限公司,https://top.chinaz.com/company/FuJianSanXing.html,福建三星,机械/制造/军工/贸易,福建,市值：7.79亿,7356万元 ,存续（在营、开业、在册）,股份有限公司,2004-11-02,新三板,7.79
佛山瑞太数码科技有限公司,https://top.chinaz.com/company/RuiTaiShuMa.html,瑞太数码,零售/消费/食品,广东,市值：100.0万,100万人民币元 ,注销,有限责任公司(自然人投资或控股),2006-08-18,,0.01
联众智慧科技股份有限公司,https://top.chinaz.com/company/LianZhongZhiHui.html,联众智慧,IT/互联网/通信,浙江,市值：5.7亿,5680万元 ,存续,其他股份有限公司（非上市）,1999-09-06,新三板,5.7
北京合力亿捷科技股份有限公司,https://top.chinaz.com/company/HeLiYiJie.html,合力亿捷,广告/商务服务/文化传媒,北京,市值：1.41亿,4408万元 ,存续（在营、开业、在册）,股份有限公司(非上市、自然人投资或控股),2002-11-26,新三板,1.41
